age,income,credit_score,loan_amount,loan_tenure_months,debt_to_income_ratio,num_open_accounts,num_credit_inquiries,months_employed,has_mortgage,default
60,39049.39,699,15041.71,12,0.2445,13,0,0,0,0
30,57231.24,807,86627.97,36,0.0443,10,1,71,0,0
63,81415.59,640,43814.93,24,0.2638,4,0,91,0,0
65,112148.5,647,19354.13,60,0.174,5,7,144,0,0
26,69848.76,772,19736.18,48,0.2615,11,4,87,0,0
45,47913.87,606,36650.03,48,0.3806,13,10,8,0,0
62,21139.09,544,63525.54,48,0.5324,14,4,14,0,1
45,62025.12,670,18204.17,12,0.1417,13,3,104,0,0
63,60650.62,736,70830.54,36,0.4616,10,3,143,1,0
67,65608.75,679,34372.77,12,0.0975,3,10,44,0,0
45,150000.0,642,20782.24,36,0.2441,7,2,47,0,0
24,111334.92,534,27429.81,60,0.344,2,8,48,0,0
38,88657.02,645,100000.0,84,0.0229,7,9,68,1,0
32,37010.67,749,15789.05,36,0.6514,10,10,145,0,1
45,46328.04,551,23408.73,24,0.4615,11,0,20,0,0
50,57101.04,630,64315.13,60,0.2404,4,7,29,0,0
44,40631.4,619,41351.92,84,0.3244,11,8,33,0,0
31,76897.78,594,22589.84,36,0.3905,5,7,119,0,0
36,71571.66,670,64788.02,72,0.1566,11,9,159,0,0
55,34746.92,685,66661.14,36,0.0538,15,10,43,1,1
23,108924.29,685,44304.18,60,0.4361,5,9,3,0,0
32,63016.71,572,25148.71,24,0.3887,3,8,35,0,0
65,25221.81,518,27584.72,24,0.1558,15,2,68,1,0
26,58356.65,671,43079.63,84,0.1944,8,9,9,1,0
42,68913.21,610,16528.52,36,0.2676,4,7,28,1,0
32,97381.95,797,80553.02,12,0.3758,5,3,59,0,0
27,50577.49,801,100000.0,72,0.3071,8,7,161,0,0
42,90578.23,809,31521.56,12,0.0206,6,1,36,0,0
47,65747.11,575,44966.03,12,0.1222,14,9,100,1,1
30,31022.64,696,73974.91,72,0.2983,6,7,278,1,0
25,29508.0,720,100000.0,36,0.2771,8,7,26,0,1
28,104954.26,711,92428.33,12,0.1795,4,2,214,0,0
53,108878.96,622,12818.92,84,0.1935,11,1,122,0,0
64,70365.24,752,30051.5,24,0.0224,12,4,4,1,0
30,126481.76,650,49041.05,60,0.7298,9,3,10,0,0
37,101549.83,660,26996.69,24,0.3788,13,9,136,1,0
38,84272.79,527,100000.0,60,0.3209,5,10,50,1,1
39,37962.13,702,96531.54,60,0.3993,9,6,62,0,1
33,142303.07,629,22257.67,72,0.3478,11,8,35,1,0
24,78288.09,687,32943.85,36,0.1743,14,10,66,0,0
47,49369.13,669,23161.98,60,0.0601,5,8,71,1,0
39,42867.32,664,32303.24,72,0.1075,3,3,41,0,0
38,68076.81,646,31721.2,72,0.0374,12,2,4,0,0
34,25964.11,713,64379.77,72,0.4195,8,3,71,0,0
67,84951.57,634,21309.78,36,0.5634,1,3,52,0,0
51,37168.41,534,7554.89,48,0.393,13,2,117,1,0
42,72063.58,696,13867.1,84,0.1302,8,7,12,1,0
32,46128.66,585,19594.79,24,0.4091,10,10,41,1,0
61,52459.18,544,24503.84,60,0.3108,6,2,44,0,0
65,41008.93,568,40631.73,72,0.4715,15,4,25,0,1
23,55236.83,673,18998.66,48,0.6469,7,10,170,0,1
67,150000.0,642,17559.31,84,0.2034,9,10,4,0,0
56,119674.38,479,20792.17,36,0.0883,9,0,87,0,0
26,71484.75,619,18594.25,72,0.2652,15,3,51,0,0
58,59121.67,744,26037.78,60,0.2328,10,3,70,0,0
27,91317.76,614,25377.74,12,0.1752,2,3,3,1,0
24,105343.87,637,54909.08,72,0.2303,13,10,29,0,0
27,39540.9,733,20055.97,60,0.3682,1,8,1,1,0
44,57600.16,714,29302.91,24,0.0491,8,0,37,0,0
52,24077.21,732,26186.16,60,0.2446,6,6,38,0,0
41,104982.72,428,59002.26,48,0.3724,8,6,94,0,0
27,150000.0,789,33104.76,84,0.5408,13,5,23,1,0
31,62320.23,701,68214.88,36,0.2578,2,7,97,1,0
63,20691.84,847,18189.1,24,0.2246,1,4,7,0,0
69,81181.71,587,35255.61,12,0.176,14,7,4,0,0
58,38099.46,509,25705.63,72,0.0168,4,5,31,1,0
27,42972.91,651,17402.56,84,0.0728,7,10,133,0,1
62,81902.78,628,34873.88,60,0.4479,15,9,97,1,1
55,68000.96,702,100000.0,36,0.369,11,0,113,0,0
47,46908.1,736,21769.27,84,0.1098,10,1,22,1,0
29,43269.24,643,33641.88,24,0.287,1,4,35,0,1
70,63762.34,631,16525.52,60,0.2135,6,0,52,0,0
43,48789.34,692,15130.43,60,0.0121,8,0,18,1,0
24,34385.2,629,22643.96,72,0.232,2,0,13,0,0
32,50701.89,623,27722.79,84,0.3984,10,9,51,0,0
41,70954.66,733,28471.25,36,0.34,12,5,32,0,0
25,54772.76,751,31709.92,12,0.5685,6,8,5,0,0
37,29532.47,737,13507.5,24,0.2088,14,8,45,0,0
44,98177.5,637,24945.09,72,0.309,15,1,10,0,0
68,20000.0,479,49072.55,36,0.2528,12,7,51,0,0
26,47897.44,638,16075.52,12,0.2087,5,6,240,0,0
50,43910.15,589,29346.03,72,0.1093,2,10,266,0,0
66,64478.65,640,43291.27,60,0.2358,11,9,25,0,0
61,79287.11,596,22711.8,12,0.3493,8,6,47,0,0
67,105175.16,648,44574.38,60,0.5335,11,7,109,1,0
30,41931.71,567,14578.81,60,0.2938,7,5,34,1,0
61,80281.23,548,61887.27,84,0.6102,3,6,118,0,1
69,66032.95,748,45228.4,84,0.2615,14,6,45,0,0
37,25443.87,572,37548.9,84,0.3593,15,9,81,1,1
46,150000.0,650,71317.06,84,0.1923,12,9,159,1,0
48,29161.73,726,29803.78,72,0.1539,1,2,71,1,0
46,73846.85,723,25066.47,60,0.5751,13,0,44,0,0
36,72764.24,714,82745.64,48,0.2524,15,2,65,1,0
69,68721.57,674,100000.0,72,0.1121,7,5,44,1,0
68,46756.64,708,23955.12,84,0.6303,8,2,11,0,0
40,90547.18,760,33919.8,12,0.257,1,4,84,0,0
61,27441.62,684,67983.85,12,0.2209,10,4,138,0,0
41,57935.5,503,34652.08,48,0.0579,12,10,41,0,1
60,45164.32,608,51883.34,36,0.3982,4,4,42,0,0
50,42674.25,706,58002.54,48,0.486,10,2,36,0,0
45,74189.2,600,25916.04,36,0.4369,4,4,30,1,0
28,102614.99,780,46703.05,72,0.3356,3,0,12,1,0
54,50431.54,645,36180.82,84,0.2259,1,0,34,1,0
37,88463.08,657,17498.65,24,0.2931,12,6,51,0,0
32,61381.9,740,20054.49,72,0.2062,4,2,4,1,0
31,38316.42,635,24552.03,12,0.2886,3,6,164,1,0
70,52629.07,664,63393.2,72,0.3614,15,0,4,0,0
27,51547.4,722,64654.62,60,0.3248,12,3,251,0,0
61,42263.12,532,56951.07,60,0.3849,4,6,235,0,1
64,74179.38,627,47290.58,48,0.0924,11,5,87,1,0
23,67327.44,716,46522.71,12,0.0487,8,6,35,0,0
50,27029.26,655,42896.1,72,0.4737,1,6,30,1,0
50,26218.93,767,46376.97,12,0.564,5,3,10,0,0
39,74038.63,524,48301.48,48,0.3363,12,3,5,1,0
54,39829.25,515,15636.24,24,0.25,11,4,70,0,0
42,69634.86,712,22603.31,72,0.3345,7,4,23,0,0
43,88474.16,719,19587.5,60,0.3974,15,8,30,1,0
43,31714.32,635,70564.82,48,0.4257,8,1,44,1,0
61,29561.6,682,97974.26,36,0.1784,1,6,33,1,0
53,138304.89,710,9883.0,72,0.2176,15,8,16,0,0
40,71380.88,585,92863.76,24,0.2615,1,3,71,0,0
67,48551.47,593,38255.13,72,0.567,14,4,53,1,0
61,37535.02,665,66678.1,84,0.4923,2,7,6,0,1
67,46387.23,722,49211.39,24,0.2952,6,7,33,1,0
57,33014.89,557,86183.76,60,0.2198,1,6,109,1,0
41,93125.76,634,41185.66,36,0.113,11,4,30,1,0
59,40604.1,630,16025.35,84,0.4551,5,0,340,0,0
38,103442.1,683,34084.4,84,0.0555,8,1,46,0,0
35,49005.39,649,49483.45,36,0.6353,3,5,67,0,1
44,35536.83,606,31901.98,24,0.3511,13,7,36,1,1
69,48380.36,750,53886.7,12,0.4658,7,2,63,0,0
49,20000.0,607,34911.85,60,0.4948,5,4,135,0,0
40,56365.68,627,25404.83,84,0.5771,1,2,28,0,0
44,54991.86,523,18928.29,24,0.2247,8,2,31,0,0
36,90433.62,593,28707.42,72,0.2603,11,9,17,0,0
54,23314.89,691,41058.08,72,0.4713,2,10,213,0,0
39,107037.36,676,11207.8,48,0.3555,8,10,8,1,0
49,90246.46,698,22741.67,24,0.3387,14,9,4,0,0
40,111973.98,694,10959.75,60,0.0929,14,4,6,0,0
37,58316.44,817,25078.22,60,0.304,14,7,104,1,0
69,99404.08,590,74487.67,72,0.0474,14,3,99,0,0
38,28692.13,520,17824.52,48,0.0582,5,6,37,0,1
25,85521.56,566,55375.68,12,0.4373,3,2,22,0,0
40,40717.72,594,100000.0,24,0.2949,9,6,49,1,1
48,26220.56,572,86866.08,36,0.3398,11,4,17,1,0
26,34129.92,657,39344.36,48,0.3535,6,3,10,1,0
36,60039.96,750,60782.71,36,0.5579,4,0,36,1,0
30,39650.17,773,15965.58,84,0.247,3,2,29,0,0
46,72260.78,690,14128.53,24,0.1709,8,4,19,0,0
57,24242.95,821,36946.23,60,0.4585,1,6,25,1,0
69,20670.26,621,46127.58,36,0.093,11,9,29,0,0
41,118918.51,519,70027.45,84,0.3668,13,8,21,1,0
64,94079.93,734,25815.82,84,0.1957,13,5,40,0,0
32,35431.32,503,40783.68,72,0.1569,5,5,3,0,0
60,59784.41,590,39953.32,72,0.3244,2,5,1,0,0
49,99683.31,692,33562.46,60,0.2349,8,9,31,0,0
59,73835.9,642,34770.17,60,0.12,12,9,112,0,1
59,64480.08,635,21745.83,48,0.1321,14,4,62,0,0
48,103525.89,556,42951.4,12,0.2651,2,6,29,0,0
34,41549.62,649,40824.19,84,0.6758,1,4,34,0,0
47,60814.85,730,27889.15,84,0.1903,3,6,6,0,0
62,59342.18,652,54147.36,48,0.2883,9,4,24,0,0
69,52240.79,584,67285.43,84,0.314,3,9,57,1,0
67,49271.31,550,54525.61,36,0.1618,15,7,78,0,0
30,62095.83,585,19429.23,12,0.4585,6,1,191,0,0
51,60913.11,681,38552.93,72,0.2563,13,0,21,1,0
27,35446.73,677,21018.14,48,0.2718,5,10,15,1,0
54,89401.97,586,38481.5,84,0.4354,4,3,128,1,0
70,36746.84,473,21067.31,24,0.2647,2,1,179,0,1
24,53684.7,684,78143.18,48,0.6078,4,8,66,0,0
54,51655.9,578,58104.53,60,0.3321,12,5,33,1,0
68,71614.43,705,72532.76,12,0.3907,12,6,26,0,0
63,20753.04,590,68256.86,84,0.6747,11,7,22,0,0
41,93475.52,571,30873.09,60,0.6353,2,3,55,1,0
27,42680.82,662,28131.19,24,0.0362,5,6,11,0,1
67,110192.23,839,100000.0,72,0.304,9,7,36,1,0
67,47141.9,710,32890.14,84,0.3315,15,6,72,1,0
50,58429.62,661,16110.9,36,0.0133,4,9,28,0,0
69,150000.0,679,66468.27,60,0.0785,3,4,52,0,0
22,52121.4,510,39587.37,72,0.1031,13,5,20,0,0
52,111237.73,560,89640.86,24,0.0904,8,8,62,1,0
23,61054.52,449,42014.99,48,0.3093,6,8,277,0,1
67,73696.41,788,35882.29,48,0.2671,6,10,53,1,0
55,62005.56,772,90732.64,36,0.396,7,2,1,0,0
66,91484.59,681,14427.92,36,0.2747,8,10,114,1,0
49,42498.93,661,25559.97,60,0.1706,12,5,61,0,0
26,36606.3,526,21323.87,72,0.3653,11,2,25,0,0
23,43508.51,632,9729.83,36,0.306,2,3,52,1,0
38,62934.84,793,61322.73,24,0.2356,2,3,136,0,0
58,53615.35,661,25992.13,72,0.4685,10,10,44,0,1
29,85403.08,605,62518.69,24,0.203,13,1,89,1,0
63,114963.03,509,45864.74,12,0.2313,15,2,32,0,0
33,36756.88,760,52275.62,36,0.2697,14,7,3,0,0
46,41482.44,644,27632.84,72,0.2506,10,10,1,0,0
31,29198.72,509,22958.67,72,0.4253,4,0,39,0,1
44,150000.0,576,38324.95,36,0.1782,2,4,37,1,1
44,69726.43,548,63038.5,48,0.4723,12,4,40,0,0
22,76107.43,639,35234.14,84,0.2519,14,5,19,0,1
49,30634.92,667,23833.28,72,0.5249,7,8,36,0,0
60,59839.13,610,17687.07,72,0.0796,2,5,11,0,0
67,77236.24,712,41048.02,12,0.4301,11,1,6,1,0
38,52765.94,656,26044.44,24,0.4237,6,2,194,1,0
65,102524.06,735,34785.49,12,0.2158,10,8,45,0,0
65,150000.0,621,31468.2,84,0.0835,3,2,12,1,0
70,37289.56,850,27815.3,36,0.236,6,5,130,0,0
40,35916.65,605,43316.21,48,0.4041,11,4,20,1,0
63,38604.42,578,50650.4,48,0.2183,13,4,21,0,0
49,133666.02,568,100000.0,48,0.1238,4,8,153,0,0
24,100828.63,633,57226.97,12,0.2718,12,2,23,0,0
35,55951.25,512,94486.23,84,0.4549,4,7,149,0,0
54,60978.7,674,22222.04,36,0.0582,12,8,201,0,0
29,39804.22,498,13897.07,84,0.1646,7,10,48,0,1
43,93434.28,663,36002.43,72,0.3095,11,4,174,0,0
59,49515.9,542,60767.86,60,0.1319,5,0,25,1,0
29,52573.2,619,55309.34,60,0.2821,2,7,11,1,0
46,81177.62,698,75119.01,84,0.7294,12,8,1,0,1
32,54502.54,834,7927.34,36,0.7845,1,0,9,0,0
48,53237.43,564,77017.36,36,0.3774,8,2,2,1,0
33,60191.57,638,44412.56,60,0.2694,1,3,38,0,0
69,89114.53,592,14379.98,24,0.5372,9,5,30,0,0
25,136386.29,580,56056.61,72,0.2747,2,5,2,0,0
69,80237.25,593,40202.7,12,0.3109,3,2,11,0,0
60,89469.86,716,45649.03,84,0.0224,15,2,21,0,0
63,54180.32,611,66135.8,36,0.5141,14,10,102,1,1
63,42028.41,830,47012.33,12,0.1634,7,7,53,1,0
31,83032.98,683,15007.49,60,0.5285,6,5,68,0,0
67,65226.45,569,33329.04,24,0.1359,11,3,97,0,0
51,29398.11,621,13758.51,36,0.2056,6,5,31,1,0
69,50815.93,586,53607.12,48,0.1529,3,10,53,0,1
65,57443.18,714,84017.65,60,0.1212,4,3,68,1,0
50,46386.84,519,17242.44,12,0.2606,10,3,29,0,0
40,125601.29,543,24273.04,12,0.5127,15,4,3,1,1
27,76108.83,603,21387.85,48,0.0529,10,2,200,0,0
26,118965.34,705,27657.63,36,0.2399,10,1,29,0,0
41,68303.25,749,46511.45,60,0.3549,12,9,27,0,0
61,62360.91,760,27838.03,72,0.2496,1,7,40,0,0
46,37485.19,692,53718.79,60,0.2632,10,3,106,0,0
45,60232.34,643,68818.5,12,0.377,3,6,37,0,1
33,60266.22,714,70337.16,84,0.1471,7,5,38,0,0
49,30225.56,558,18566.08,72,0.0727,8,1,38,1,0
53,45717.49,502,83412.83,12,0.4744,11,8,217,0,0
70,50937.71,685,87521.82,72,0.4178,3,1,33,1,0
57,73624.99,570,92190.09,84,0.0545,15,6,46,0,0
51,75408.48,645,33034.61,48,0.1134,10,3,30,0,0
66,44772.11,660,23130.2,72,0.2547,6,4,79,0,0
42,75692.53,670,20119.71,84,0.2822,5,5,85,1,0
67,54663.99,725,18749.68,84,0.0694,2,4,27,0,0
40,20000.0,717,36571.12,84,0.5029,6,2,100,0,0
28,46988.07,666,60397.99,24,0.1002,2,0,31,0,0
42,102692.5,615,79533.62,12,0.0636,12,1,9,1,0
28,25824.97,659,27137.33,60,0.164,12,7,19,0,0
27,63344.64,602,35482.22,60,0.2212,8,1,46,0,0
65,132273.97,634,34114.83,48,0.4168,15,5,8,0,0
60,40933.07,850,24805.78,24,0.4254,2,3,96,0,0
32,59938.51,665,56469.15,84,0.4608,14,7,50,0,0
63,31194.34,686,45148.35,36,0.2667,6,6,14,0,0
25,135079.07,594,39541.02,72,0.2864,12,2,11,0,0
35,57430.67,732,45025.45,60,0.2933,14,7,61,0,0
56,61286.41,711,52536.88,84,0.2412,2,7,55,0,0
36,117847.92,711,52222.16,60,0.149,13,3,88,0,0
57,83344.61,667,21958.42,60,0.0281,15,9,36,1,0
64,38645.5,733,62180.53,72,0.5512,12,4,54,0,0
25,43319.62,752,42328.66,12,0.1233,3,0,18,0,0
23,76685.33,673,27979.58,60,0.2972,13,6,141,0,0
68,43824.11,641,41795.24,60,0.2607,5,4,194,1,0
47,20772.36,722,44653.43,72,0.2635,2,3,16,0,0
46,58301.3,578,69499.18,24,0.1948,10,4,126,1,1
44,28563.75,593,19386.0,60,0.3218,2,10,1,0,0
43,134341.57,646,80417.78,24,0.5435,9,4,96,0,0
55,65407.61,511,36823.81,12,0.3506,1,7,130,0,0
50,38078.78,716,26804.04,60,0.3837,12,9,34,0,0
30,42221.46,573,26316.34,12,0.0792,2,6,60,0,0
52,23278.87,612,19914.02,12,0.5955,11,9,169,0,0
54,34553.67,633,12777.63,48,0.3364,13,5,172,1,0
27,99524.75,653,54526.38,84,0.4272,2,2,27,1,0
40,150000.0,623,100000.0,72,0.2413,1,5,95,1,0
60,86094.28,645,13758.76,12,0.7961,14,1,18,1,0
52,57181.1,645,20532.07,12,0.3539,7,3,26,0,0
28,48243.69,614,57008.17,48,0.1522,8,2,123,1,0
23,37114.09,588,35334.6,48,0.0994,4,0,16,0,0
50,150000.0,737,59913.17,12,0.0441,8,1,12,0,0
44,54482.0,482,34165.36,24,0.3916,13,9,302,1,1
69,150000.0,634,25632.68,12,0.2066,13,9,263,0,0
47,120181.67,612,31713.4,48,0.4372,13,9,209,0,0
67,25074.38,684,8697.11,60,0.4976,5,0,16,0,0
32,42917.02,534,18286.34,36,0.2136,12,10,75,1,0
43,42850.71,610,64149.25,60,0.0797,7,3,63,0,0
28,57530.86,642,74246.05,24,0.6065,6,4,13,0,0
50,58095.46,736,84431.82,72,0.226,5,1,91,0,0
31,150000.0,677,47312.11,12,0.463,14,10,11,0,0
46,34939.95,555,9380.22,48,0.171,3,10,34,0,1
38,67136.62,611,24809.85,36,0.0896,14,7,189,1,0
31,81491.49,721,80401.93,48,0.3394,14,0,1,0,0
26,59827.1,554,96166.13,48,0.2697,10,4,11,1,0
47,63265.17,644,82255.76,60,0.3354,1,3,7,0,1
68,35510.92,649,31515.93,84,0.1446,10,10,63,0,0
31,63148.42,619,16581.69,48,0.1684,2,7,47,0,1
41,77319.35,850,35440.87,24,0.6202,6,10,15,0,0
33,70530.48,617,36639.57,48,0.5858,2,9,50,0,1
61,79626.36,686,92905.57,48,0.2489,12,5,136,1,0
42,121334.19,589,41634.1,84,0.0639,8,3,88,1,0
69,95653.09,692,36680.8,48,0.1671,15,8,29,1,0
34,62046.99,720,37952.74,84,0.2385,11,7,28,0,0
25,33326.92,603,46162.14,60,0.4614,5,8,41,0,0
50,44355.74,646,52884.42,60,0.237,12,10,125,1,0
53,53647.19,578,23512.27,36,0.3035,5,6,17,1,0
70,67925.92,558,19253.11,24,0.1951,5,7,138,0,0
64,47137.95,733,82647.11,12,0.1388,4,4,47,0,0
65,37501.39,606,13566.72,48,0.4941,11,5,17,0,0
53,33054.09,457,97017.68,84,0.7987,15,1,11,1,1
39,26223.5,791,11540.21,12,0.5712,13,2,12,0,0
43,53237.84,586,25572.56,84,0.2701,9,10,33,0,0
28,28714.78,630,65063.07,84,0.3745,1,1,98,0,0
43,36305.96,781,36322.95,48,0.0735,15,0,14,1,0
39,49170.5,639,16483.48,36,0.2088,6,8,14,0,0
23,30700.72,637,46903.94,60,0.157,10,1,27,0,0
32,72393.81,552,37805.23,72,0.3458,7,5,11,1,0
48,86691.54,519,31900.31,12,0.2004,5,4,72,1,1
40,45491.76,637,24975.4,48,0.2684,5,4,53,0,0
70,48121.6,679,35569.24,12,0.2653,9,4,4,0,0
45,78332.27,674,25612.79,60,0.0598,7,0,14,0,0
68,41898.38,611,100000.0,12,0.2351,3,2,25,0,0
54,40482.82,652,31444.83,36,0.1102,6,7,10,0,0
23,108906.96,503,29020.15,72,0.2388,7,0,25,0,0
31,93161.88,687,26239.42,72,0.4236,10,2,19,0,0
56,80884.3,663,100000.0,24,0.1983,7,9,58,1,0
48,95113.13,808,13582.8,48,0.32,3,7,31,0,0
36,22278.13,651,45055.91,24,0.1846,9,5,17,1,0
47,117820.53,575,31458.55,60,0.0639,13,6,168,0,0
66,72840.77,646,15459.21,12,0.2423,6,10,33,0,0
41,99249.35,624,22215.69,72,0.1372,10,0,18,1,0
24,72662.51,685,43922.08,12,0.1235,7,9,84,1,0
37,61356.87,652,21619.78,60,0.0963,5,5,26,0,0
67,52174.3,549,42435.41,36,0.3306,14,5,231,1,0
59,71938.88,519,100000.0,24,0.553,15,2,36,1,0
63,51232.33,671,40229.68,48,0.6168,3,4,133,0,0
66,92405.16,761,15182.41,12,0.1533,10,5,30,0,1
27,27085.98,656,21849.26,60,0.1239,14,2,31,0,0
35,45670.69,715,30600.04,60,0.3847,9,3,115,0,0
24,150000.0,731,29397.32,48,0.3333,9,10,126,0,0
22,43781.2,671,39783.53,36,0.2952,15,8,29,0,0
62,53138.56,585,43803.36,48,0.4219,10,6,62,0,0
67,38511.4,666,100000.0,84,0.4728,13,3,13,0,0
29,70821.85,747,36234.54,72,0.2343,2,9,169,0,0
57,41434.43,692,18191.02,12,0.2571,9,9,21,0,0
48,54567.54,710,72568.32,36,0.1784,3,10,13,0,0
25,91531.03,613,77483.07,12,0.1385,4,7,257,1,0
66,42218.69,634,41750.46,24,0.5747,11,2,8,1,0
64,88814.53,641,31324.74,72,0.3221,14,4,5,1,0
49,90320.04,646,52761.01,72,0.2154,14,10,65,1,1
56,101465.9,743,31995.55,48,0.2949,12,1,11,0,0
41,64232.88,462,10578.45,60,0.3408,8,8,35,0,0
60,150000.0,652,50923.74,36,0.2033,7,5,360,0,0
43,101444.47,644,62028.6,48,0.1468,3,5,132,0,0
70,70434.52,540,86219.56,72,0.0616,12,1,30,0,0
25,38639.79,704,23424.67,24,0.1849,12,10,10,1,0
30,57037.85,592,41593.5,36,0.1363,2,2,26,0,0
69,122169.35,621,42136.93,12,0.3606,14,6,3,0,0
36,140753.77,798,38224.41,24,0.2663,5,6,79,1,0
37,125387.54,731,38906.38,12,0.6218,11,4,11,1,0
60,88662.84,696,37133.75,72,0.4612,2,1,28,1,0
31,31957.75,680,41235.29,72,0.1712,3,1,34,1,0
47,76388.0,637,56636.48,36,0.4139,10,7,15,0,0
36,32186.38,810,75521.49,60,0.4594,7,8,27,0,0
31,28460.27,714,23067.97,24,0.2902,1,2,23,0,0
69,67479.51,590,32748.72,12,0.3374,15,8,3,1,0
31,77776.9,538,28181.9,48,0.1885,14,7,207,0,0
26,94060.04,695,25863.72,24,0.1425,3,2,44,0,0
55,76769.92,646,13771.84,72,0.0934,10,4,13,1,0
64,78103.72,536,36847.15,24,0.1281,3,4,71,0,0
28,36595.25,684,48416.32,72,0.1075,11,6,27,0,1
56,56812.5,628,33088.47,24,0.1204,11,0,55,0,0
48,28182.08,692,36120.84,12,0.1373,12,10,221,0,0
62,21989.39,685,46679.58,48,0.1314,9,6,16,0,0
28,86709.73,601,84683.14,24,0.0281,1,7,11,1,0
69,41086.62,701,28230.02,36,0.1777,4,6,162,0,0
52,92618.97,610,17980.31,36,0.1368,15,4,20,1,0
63,104211.09,615,34397.39,84,0.1552,10,9,41,0,1
39,43929.5,607,100000.0,48,0.4772,6,3,100,1,0
68,80431.05,740,18096.24,72,0.1952,15,0,101,1,0
52,43020.05,628,53641.67,60,0.3647,7,6,122,1,1
28,23790.95,760,72747.36,84,0.0969,13,1,32,0,0
67,63681.84,793,8783.93,48,0.3135,13,9,0,1,0
60,47314.07,591,46450.08,84,0.519,1,0,100,1,1
36,48047.99,416,52158.71,84,0.0654,14,2,41,0,0
48,150000.0,734,30933.62,84,0.4173,14,10,126,1,0
41,27919.24,623,24640.26,60,0.224,15,2,17,1,0
48,72506.8,581,25478.81,84,0.4302,10,5,50,1,0
69,36409.91,603,29817.74,72,0.3844,11,9,4,1,0
66,94290.03,617,30295.13,36,0.4698,5,2,57,1,0
32,69509.28,754,27052.47,24,0.4416,3,3,23,0,0
69,72379.05,663,29534.51,24,0.208,2,0,36,0,0
43,37330.1,753,74196.71,60,0.2635,3,8,16,0,0
56,40831.37,690,17524.28,24,0.0709,15,1,81,1,0
59,95189.53,625,12715.35,24,0.2667,5,10,72,0,0
45,145131.99,619,74912.13,60,0.5134,1,7,70,0,0
44,76126.67,695,32363.59,36,0.529,11,3,29,0,0
44,38226.71,716,28769.2,60,0.268,3,5,23,1,0
64,70931.45,730,33971.25,84,0.6697,8,5,45,1,1
40,150000.0,629,41174.15,12,0.3788,11,8,40,0,1
35,63020.25,664,26517.74,60,0.1258,9,4,0,0,0
39,124358.08,697,49195.56,72,0.1312,12,2,49,1,0
31,41350.31,619,20386.79,12,0.5306,1,1,82,0,0
41,58627.37,559,30300.04,72,0.0575,4,4,99,0,0
27,81616.16,585,9615.99,48,0.4309,7,5,332,1,0
26,73032.82,631,73375.27,60,0.3389,12,6,102,1,0
57,40815.03,703,32674.41,12,0.1436,9,9,54,0,0
25,39944.3,751,54288.22,48,0.8174,12,2,110,0,0
49,98139.2,542,48336.62,36,0.2346,12,2,125,1,0
60,108637.88,602,50508.06,24,0.2081,13,3,111,0,0
57,127525.52,621,36146.47,72,0.2448,10,1,57,1,0
43,147556.32,714,45841.1,48,0.3541,12,1,0,1,0
31,64042.98,608,20398.76,84,0.6013,11,8,48,0,1
67,51246.39,616,17984.99,24,0.103,1,7,10,0,0
62,117653.07,537,34177.97,72,0.2859,5,9,12,0,0
51,85522.49,689,24152.28,60,0.3251,14,6,75,0,0
26,36635.48,637,85415.13,60,0.1169,2,8,223,0,1
23,35709.86,598,45482.67,36,0.3147,9,4,67,0,0
37,76570.34,629,23626.19,60,0.2044,12,9,71,0,0
29,54795.46,740,30855.67,24,0.1126,7,6,19,1,0
64,59088.11,570,39332.4,72,0.5177,3,0,116,1,0
32,102361.58,583,34863.59,48,0.4694,1,1,2,1,0
35,87510.89,750,42746.71,48,0.2734,10,5,6,1,0
69,116417.32,656,37842.68,60,0.1661,9,8,44,0,0
62,22793.53,704,15765.92,12,0.2599,11,1,82,0,0
32,67961.66,682,9991.17,36,0.047,3,8,87,1,0
40,84740.1,647,29022.73,24,0.5266,8,9,74,1,1
47,27909.07,622,50832.73,84,0.111,9,2,166,0,0
54,43154.94,717,29219.12,36,0.2196,13,6,46,1,0
67,39330.57,743,76262.64,12,0.3191,3,9,221,1,0
64,60527.26,737,35308.11,12,0.6466,11,3,20,0,0
69,135121.14,555,81987.14,84,0.3947,11,4,51,1,0
23,150000.0,754,72485.52,24,0.3765,9,4,51,1,0
33,39849.14,621,68239.04,12,0.5218,2,5,72,1,1
49,77907.59,590,17639.45,24,0.2469,2,3,34,0,0
24,79173.66,636,36690.91,24,0.3325,10,5,185,1,0
39,72679.37,716,75634.22,12,0.2551,10,2,24,1,0
29,73093.14,693,42762.07,84,0.672,10,8,7,0,1
67,69694.12,630,50646.02,12,0.4071,12,7,28,1,0
25,139216.43,717,15792.14,72,0.1399,6,1,182,0,0
29,103905.1,661,100000.0,72,0.6254,5,9,342,1,1
31,35239.51,604,22588.03,60,0.1549,14,2,313,1,0
29,89130.83,593,10974.67,12,0.0981,11,5,198,0,0
49,93543.95,683,29416.9,72,0.5169,8,10,21,1,0
39,70086.37,643,8362.47,36,0.4111,9,7,182,0,0
66,105420.48,540,18937.98,36,0.3612,12,10,17,1,0
34,65777.76,718,100000.0,24,0.3291,5,6,147,0,0
48,66186.64,612,28910.95,72,0.4267,7,8,67,0,0
54,63616.0,777,15418.57,60,0.4025,1,5,137,1,0
52,21826.45,538,36870.93,24,0.1955,12,1,108,0,0
